Date,Country Advertisers Mobile OS,Budget, Installs 
04/03/2016,EU Facebook iOS,41.82, 86 
04/03/2016,EU GoogleSearch Android,390.77," 1,595 "
04/03/2016,EU GoogleSearch iOS,61.04, 177 
04/03/2016,US Facebook Android,"1,305.65", 724 
04/03/2016,US Facebook iOS,824.18, 235 
04/03/2016,US GoogleSearch Android,769.73, 552 
04/03/2016,US GoogleSearch iOS,414.21, 161 
05/03/2016,EU Facebook Android,168.20, 606 
05/03/2016,EU Facebook iOS,41.86, 67 
05/03/2016,EU GoogleSearch Android,427.27," 1,354 "
05/03/2016,EU GoogleSearch iOS,69.26, 154 
05/03/2016,US Facebook Android,"1,305.65", 609 
05/03/2016,US Facebook iOS,823.99, 226 
05/03/2016,US GoogleSearch Android,721.30, 563 
05/03/2016,US GoogleSearch iOS,472.22, 174 
06/03/2016,EU Facebook Android,168.20, 613 
06/03/2016,EU Facebook iOS,42.05, 71 
06/03/2016,EU GoogleSearch Android,456.94," 1,475 "
06/03/2016,EU GoogleSearch iOS,35.89, 116 
06/03/2016,US Facebook Android,"1,673.99", 800 
06/03/2016,US Facebook iOS,794.05, 268 
06/03/2016,US GoogleSearch Android,882.10, 592 
06/03/2016,US GoogleSearch iOS,308.00, 125 
07/03/2016,EU Facebook Android,168.20, 711 
07/03/2016,EU Facebook iOS,42.05, 61 
07/03/2016,EU GoogleSearch Android,500.75," 1,810 "
07/03/2016,EU GoogleSearch iOS,94.80, 226 
07/03/2016,US Facebook Android,"2,208.23"," 1,160 "
07/03/2016,US Facebook iOS,"1,166.99", 377 
07/03/2016,US GoogleSearch Android,"1,141.01", 857 
07/03/2016,US GoogleSearch iOS,672.38, 242 
08/03/2016,EU Facebook Android,168.20, 592 
08/03/2016,EU Facebook iOS,42.05, 70 
08/03/2016,EU GoogleSearch Android,496.25," 1,688 "
08/03/2016,EU GoogleSearch iOS,80.67, 183 
08/03/2016,US Facebook Android,"2,779.08"," 1,269 "
08/03/2016,US Facebook iOS,876.57, 347 
08/03/2016,US GoogleSearch Android,"1,062.56", 774 
08/03/2016,US GoogleSearch iOS,593.94, 238 
09/03/2016,EU Facebook Android,201.84, 586 
09/03/2016,EU Facebook iOS,50.35, 88 
09/03/2016,EU GoogleSearch Android,561.33," 1,549 "
09/03/2016,EU GoogleSearch iOS,92.43, 216 
09/03/2016,US Facebook Android,"2,774.29"," 1,241 "
09/03/2016,US Facebook iOS,764.62, 257 
09/03/2016,US GoogleSearch Android,"1,053.14", 822 
09/03/2016,US GoogleSearch iOS,737.30, 233 
10/03/2016,EU Facebook Android,201.84, 700 
10/03/2016,EU Facebook iOS,50.44, 75 
10/03/2016,EU GoogleSearch Android,601.71," 1,179 "
10/03/2016,EU GoogleSearch iOS,101.13, 189 
10/03/2016,US Facebook Android,"2,906.98"," 1,404 "
10/03/2016,US Facebook iOS,878.91, 312 
10/03/2016,US GoogleSearch Android,991.77, 734 
10/03/2016,US GoogleSearch iOS,740.92, 277 
11/03/2016,EU Facebook Android,201.84, 595 
11/03/2016,EU Facebook iOS,50.40, 90 
11/03/2016,EU GoogleSearch Android,601.10," 1,285 "
11/03/2016,EU GoogleSearch iOS,98.90, 186 
11/03/2016,US Facebook Android,"2,869.66"," 1,188 "
11/03/2016,US Facebook iOS,848.25, 307 
11/03/2016,US GoogleSearch Android,"1,058.29", 792 
11/03/2016,US GoogleSearch iOS,696.31, 278 
12/03/2016,EU Facebook Android,201.84, 590 
12/03/2016,EU Facebook iOS,50.44, 70 
12/03/2016,EU GoogleSearch Android,569.40," 1,206 "
12/03/2016,EU GoogleSearch iOS,98.65, 197 
12/03/2016,US Facebook Android,"2,872.94"," 1,150 "
12/03/2016,US Facebook iOS,848.99, 284 
12/03/2016,US GoogleSearch Android,"1,118.55", 816 
12/03/2016,US GoogleSearch iOS,763.14, 281 
13/03/2016,EU Facebook Android,201.84, 642 
13/03/2016,EU Facebook iOS,50.40, 75 
13/03/2016,EU GoogleSearch Android,518.37," 1,105 "
13/03/2016,EU GoogleSearch iOS,75.19, 167 
13/03/2016,US Facebook Android,"3,027.56"," 1,227 "
13/03/2016,US Facebook iOS,912.40, 349 
13/03/2016,US GoogleSearch Android,958.17, 689 
13/03/2016,US GoogleSearch iOS,469.85, 207 
14/03/2016,EU Facebook Android,201.84, 634 
14/03/2016,EU Facebook iOS,50.38, 86 
14/03/2016,EU GoogleSearch Android,573.06," 1,259 "
14/03/2016,EU GoogleSearch iOS,101.03, 218 
14/03/2016,US Facebook Android,"3,030.38"," 1,283 "
14/03/2016,US Facebook iOS,860.39, 444 
14/03/2016,US GoogleSearch Android,992.44, 777 
14/03/2016,US GoogleSearch iOS,761.21, 305 
15/03/2016,EU Facebook Android,275.43, 786 
15/03/2016,EU Facebook iOS,50.42, 87 
15/03/2016,EU GoogleSearch Android,573.84," 1,364 "
15/03/2016,EU GoogleSearch iOS,104.49, 204 
15/03/2016,US Facebook Android,"2,887.47"," 1,140 "
15/03/2016,US Facebook iOS,771.66, 458 
15/03/2016,US GoogleSearch Android,963.13, 816 
15/03/2016,US GoogleSearch iOS,797.65, 255 
16/03/2016,EU Facebook Android,380.55," 1,002 "
16/03/2016,EU Facebook iOS,103.00, 126 
16/03/2016,EU GoogleSearch Android,565.26," 1,190 "
16/03/2016,EU GoogleSearch iOS,111.64, 189 
16/03/2016,US Facebook Android,"2,807.34"," 1,144 "
16/03/2016,US Facebook iOS,540.22, 341 
16/03/2016,US GoogleSearch Android,964.00, 742 
16/03/2016,US GoogleSearch iOS,820.12, 258 
17/03/2016,EU Facebook Android,380.55, 969 
17/03/2016,EU Facebook iOS,102.94, 139 
17/03/2016,EU GoogleSearch Android,557.90," 1,206 "
17/03/2016,EU GoogleSearch iOS,101.93, 162 
17/03/2016,US Facebook Android,"2,716.43"," 1,109 "
17/03/2016,US Facebook iOS,363.73, 258 
17/03/2016,US GoogleSearch Android,990.93, 725 
17/03/2016,US GoogleSearch iOS,829.42, 247 
18/03/2016,EU Facebook Android,380.55, 873 
18/03/2016,EU Facebook iOS,103.00, 136 
18/03/2016,EU GoogleSearch Android,551.00," 1,001 "
18/03/2016,EU GoogleSearch iOS,88.96, 164 
18/03/2016,US Facebook Android,"2,716.37"," 1,038 "
18/03/2016,US Facebook iOS,363.73, 212 
18/03/2016,US GoogleSearch Android,"1,008.53", 767 
18/03/2016,US GoogleSearch iOS,780.13, 258 
19/03/2016,EU Facebook Android,380.55, 927 
19/03/2016,EU Facebook iOS,103.00, 122 
19/03/2016,EU GoogleSearch Android,540.91, 980 
19/03/2016,EU GoogleSearch iOS,88.68, 151 
19/03/2016,US Facebook Android,"2,711.45", 912 
19/03/2016,US Facebook iOS,363.73, 212 
19/03/2016,US GoogleSearch Android,"1,026.90", 793 
19/03/2016,US GoogleSearch iOS,791.38, 316 
20/03/2016,EU Facebook Android,380.55, 954 
20/03/2016,EU Facebook iOS,103.00, 155 
20/03/2016,EU GoogleSearch Android,589.20," 1,009 "
20/03/2016,EU GoogleSearch iOS,56.18, 115 
20/03/2016,US Facebook Android,"2,691.24"," 1,005 "
20/03/2016,US Facebook iOS,370.99, 226 
20/03/2016,US GoogleSearch Android,940.81, 724 
20/03/2016,US GoogleSearch iOS,491.31, 235 
21/03/2016,EU Facebook Android,456.66," 1,275 "
21/03/2016,EU Facebook iOS,114.35, 155 
21/03/2016,EU GoogleSearch Android,713.95," 1,299 "
21/03/2016,EU GoogleSearch iOS,79.90, 174 
21/03/2016,US Facebook Android,"2,820.52"," 1,106 "
21/03/2016,US Facebook iOS,709.38, 287 
21/03/2016,US GoogleSearch Android,"1,084.26", 898 
21/03/2016,US GoogleSearch iOS,852.44, 334 
22/03/2016,EU Facebook Android,456.66," 1,137 "
22/03/2016,EU Facebook iOS,114.35, 142 
22/03/2016,EU GoogleSearch Android,701.90," 1,263 "
22/03/2016,EU GoogleSearch iOS,98.50, 158 
22/03/2016,US Facebook Android,"2,545.16"," 1,056 "
22/03/2016,US Facebook iOS,684.22, 297 
22/03/2016,US GoogleSearch Android,"1,050.54", 832 
22/03/2016,US GoogleSearch iOS,844.72, 322 
23/03/2016,EU Facebook Android,443.44, 987 
23/03/2016,EU Facebook iOS,83.03, 119 
23/03/2016,EU GoogleSearch Android,554.26," 1,276 "
23/03/2016,EU GoogleSearch iOS,80.80, 146 
23/03/2016,US Facebook Android,"2,564.31", 853 
23/03/2016,US Facebook iOS,604.83, 244 
23/03/2016,US GoogleSearch Android,"1,060.25", 796 
23/03/2016,US GoogleSearch iOS,838.50, 300 
24/03/2016,EU Facebook Android,443.52, 979 
24/03/2016,EU Facebook iOS,63.81, 62 
24/03/2016,EU GoogleSearch Android,537.36," 1,164 "
24/03/2016,EU GoogleSearch iOS,82.63, 128 
24/03/2016,US Facebook Android,"2,489.21", 972 
24/03/2016,US Facebook iOS,715.88, 289 
24/03/2016,US GoogleSearch Android,"1,142.29", 850 
24/03/2016,US GoogleSearch iOS,852.52, 294 
25/03/2016,EU Facebook Android,443.44," 1,040 "
25/03/2016,EU Facebook iOS,63.77, 80 
25/03/2016,EU GoogleSearch Android,501.38, 996 
25/03/2016,EU GoogleSearch iOS,66.40, 133 
25/03/2016,US Facebook Android,"2,489.21", 898 
25/03/2016,US Facebook iOS,710.90, 316 
25/03/2016,US GoogleSearch Android,"1,115.38", 816 
25/03/2016,US GoogleSearch iOS,827.59, 284 
26/03/2016,EU Facebook Android,443.44," 1,148 "
26/03/2016,EU Facebook iOS,63.77, 97 
26/03/2016,EU GoogleSearch Android,496.27," 1,082 "
26/03/2016,EU GoogleSearch iOS,63.33, 149 
26/03/2016,US Facebook Android,"2,489.21", 777 
26/03/2016,US Facebook iOS,710.90, 360 
26/03/2016,US GoogleSearch Android,"1,098.54", 802 
26/03/2016,US GoogleSearch iOS,822.35, 342 
27/03/2016,EU Facebook Android,509.92," 1,167 "
27/03/2016,EU Facebook iOS,53.30, 81 
27/03/2016,EU GoogleSearch Android,432.57, 938 
27/03/2016,EU GoogleSearch iOS,43.23, 75 
27/03/2016,US Facebook Android,"2,448.42", 889 
27/03/2016,US Facebook iOS,721.01, 335 
27/03/2016,US GoogleSearch Android,"1,061.09", 787 
27/03/2016,US GoogleSearch iOS,538.43, 242 
28/03/2016,EU Facebook Android,509.92," 1,412 "
28/03/2016,EU Facebook iOS,46.09, 84 
28/03/2016,EU GoogleSearch Android,476.11," 1,286 "
28/03/2016,EU GoogleSearch iOS,91.67, 186 
28/03/2016,US Facebook Android,"2,377.68", 976 
28/03/2016,US Facebook iOS,786.46, 387 
28/03/2016,US GoogleSearch Android,"1,182.05", 815 
28/03/2016,US GoogleSearch iOS,843.69, 335 
29/03/2016,EU Facebook Android,463.71," 1,523 "
29/03/2016,EU Facebook iOS,42.01, 70 
29/03/2016,EU GoogleSearch Android,489.76," 1,376 "
29/03/2016,EU GoogleSearch iOS,75.14, 161 
29/03/2016,US Facebook Android,"2,139.97"," 1,217 "
29/03/2016,US Facebook iOS,740.86, 396 
29/03/2016,US GoogleSearch Android,"1,357.48", 972 
29/03/2016,US GoogleSearch iOS,848.06, 332 
30/03/2016,EU Facebook Android,554.58," 1,131 "
30/03/2016,EU Facebook iOS,74.70, 58 
30/03/2016,EU GoogleSearch Android,457.65," 1,253 "
30/03/2016,EU GoogleSearch iOS,74.37, 152 
30/03/2016,US Facebook Android,"1,646.17", 676 
30/03/2016,US Facebook iOS,"1,226.24", 568 
30/03/2016,US GoogleSearch Android,"1,269.64", 829 
30/03/2016,US GoogleSearch iOS,726.67, 241 
31/03/2016,EU Facebook Android,564.77," 1,189 "
31/03/2016,EU Facebook iOS,64.32, 87 
31/03/2016,EU GoogleSearch Android,434.31," 1,137 "
31/03/2016,EU GoogleSearch iOS,64.23, 135 
31/03/2016,US Facebook Android,"1,366.81", 566 
31/03/2016,US Facebook iOS,"1,355.92", 641 
31/03/2016,US GoogleSearch Android,"1,300.33", 829 
31/03/2016,US GoogleSearch iOS,747.48, 264 
01/04/2016,EU Facebook Android,463.71," 1,105 "
01/04/2016,EU Facebook iOS,41.99, 58 
01/04/2016,EU GoogleSearch Android,492.26," 1,166 "
01/04/2016,EU GoogleSearch iOS,69.00, 141 
01/04/2016,US Facebook Android,"1,366.81", 550 
01/04/2016,US Facebook iOS,"1,355.88", 599 
01/04/2016,US GoogleSearch Android,"1,255.38", 818 
01/04/2016,US GoogleSearch iOS,771.13, 245 
02/04/2016,EU Facebook Android,463.71," 1,276 "
02/04/2016,EU Facebook iOS,42.01, 59 
02/04/2016,EU GoogleSearch Android,502.79," 1,135 "
02/04/2016,EU GoogleSearch iOS,67.89, 132 
02/04/2016,US Facebook Android,"1,366.84", 554 
02/04/2016,US Facebook iOS,"1,355.92", 574 
02/04/2016,US GoogleSearch Android,"1,313.68", 882 
02/04/2016,US GoogleSearch iOS,765.27, 277 
03/04/2016,EU Facebook Android,463.71," 1,362 "
03/04/2016,EU Facebook iOS,42.01, 90 
03/04/2016,EU GoogleSearch Android,487.91," 1,095 "
03/04/2016,EU GoogleSearch iOS,45.73, 109 
03/04/2016,US Facebook Android,"1,883.29", 722 
03/04/2016,US Facebook iOS,"1,996.53", 744 
03/04/2016,US GoogleSearch Android,"1,089.28", 751 
03/04/2016,US GoogleSearch iOS,469.49, 206 
04/04/2016,EU Facebook Android,463.71," 1,415 "
04/04/2016,EU Facebook iOS,42.01, 87 
04/04/2016,EU GoogleSearch Android,484.71," 1,337 "
04/04/2016,EU GoogleSearch iOS,64.38, 155 
04/04/2016,US Facebook Android,"1,872.09", 882 
04/04/2016,US Facebook iOS,"1,895.40", 747 
04/04/2016,US GoogleSearch Android,"1,387.78", 970 
04/04/2016,US GoogleSearch iOS,654.23, 251 
05/04/2016,EU Facebook Android,556.43," 1,485 "
05/04/2016,EU Facebook iOS,50.38, 103 
05/04/2016,EU GoogleSearch Android,366.30," 1,176 "
05/04/2016,EU GoogleSearch iOS,61.54, 151 
05/04/2016,US Facebook Android,"2,146.99", 851 
05/04/2016,US Facebook iOS,"2,033.43", 845 
05/04/2016,US GoogleSearch Android,"1,396.35"," 1,008 "
05/04/2016,US GoogleSearch iOS,681.15, 270 
06/04/2016,EU Facebook Android,556.43," 1,317 "
06/04/2016,EU Facebook iOS,50.31, 87 
06/04/2016,EU GoogleSearch Android,363.63," 1,160 "
06/04/2016,EU GoogleSearch iOS,73.59, 154 
06/04/2016,US Facebook Android,"2,196.12", 882 
06/04/2016,US Facebook iOS,"1,903.83", 758 
06/04/2016,US GoogleSearch Android,"1,418.47"," 1,028 "
06/04/2016,US GoogleSearch iOS,671.35, 226 
07/04/2016,EU Facebook Android,476.99," 1,172 "
07/04/2016,EU Facebook iOS,50.38, 86 
07/04/2016,EU GoogleSearch Android,356.23," 1,243 "
07/04/2016,EU GoogleSearch iOS,63.64, 146 
07/04/2016,US Facebook Android,"2,176.38", 929 
07/04/2016,US Facebook iOS,"1,727.10", 696 
07/04/2016,US GoogleSearch Android,"1,370.09", 956 
07/04/2016,US GoogleSearch iOS,621.48, 244 
08/04/2016,EU Facebook Android,451.11," 1,102 "
08/04/2016,EU Facebook iOS,50.29, 73 
08/04/2016,EU GoogleSearch Android,337.87," 1,166 "
08/04/2016,EU GoogleSearch iOS,74.18, 167 
08/04/2016,US Facebook Android,"2,176.40", 771 
08/04/2016,US Facebook iOS,"1,726.74", 658 
08/04/2016,US GoogleSearch Android,"1,386.33", 944 
08/04/2016,US GoogleSearch iOS,610.57, 222 
09/04/2016,EU Facebook Android,451.11," 1,009 "
09/04/2016,EU Facebook iOS,50.38, 86 
09/04/2016,EU GoogleSearch Android,342.10," 1,072 "
09/04/2016,EU GoogleSearch iOS,81.79, 161 
09/04/2016,US Facebook Android,"2,176.38", 812 
09/04/2016,US Facebook iOS,"1,727.27", 621 
09/04/2016,US GoogleSearch Android,"1,520.13"," 1,035 "
09/04/2016,US GoogleSearch iOS,688.59, 245 
10/04/2016,EU Facebook Android,451.11," 1,135 "
10/04/2016,EU Facebook iOS,50.38, 81 
10/04/2016,EU GoogleSearch Android,344.60," 1,159 "
10/04/2016,EU GoogleSearch iOS,58.70, 135 
10/04/2016,US Facebook Android,"2,242.53", 822 
10/04/2016,US Facebook iOS,"1,875.39", 767 
10/04/2016,US GoogleSearch Android,"1,424.44", 867 
10/04/2016,US GoogleSearch iOS,531.26, 206 
11/04/2016,EU Facebook Android,451.11," 1,267 "
11/04/2016,EU Facebook iOS,50.23, 91 
11/04/2016,EU GoogleSearch Android,366.42," 1,308 "
11/04/2016,EU GoogleSearch iOS,73.44, 175 
11/04/2016,US Facebook Android,"2,149.60", 880 
11/04/2016,US Facebook iOS,"1,725.04", 712 
11/04/2016,US GoogleSearch Android,"1,570.69"," 1,045 "
11/04/2016,US GoogleSearch iOS,662.64, 215 
12/04/2016,EU Facebook Android,499.89," 1,298 "
12/04/2016,EU Facebook iOS,42.01, 94 
12/04/2016,EU GoogleSearch Android,440.81," 1,473 "
12/04/2016,EU GoogleSearch iOS,61.81, 146 
12/04/2016,US Facebook Android,"1,851.23", 783 
12/04/2016,US Facebook iOS,"2,016.89", 721 
12/04/2016,US GoogleSearch Android,"1,800.96"," 1,195 "
12/04/2016,US GoogleSearch iOS,676.86, 249 
13/04/2016,EU Facebook Android,499.89," 1,209 "
13/04/2016,EU Facebook iOS,41.99, 87 
13/04/2016,EU GoogleSearch Android,432.46," 1,177 "
13/04/2016,EU GoogleSearch iOS,56.56, 167 
13/04/2016,US Facebook Android,"1,679.37", 841 
13/04/2016,US Facebook iOS,"2,128.40", 729 
13/04/2016,US GoogleSearch Android,"1,719.05"," 1,054 "
13/04/2016,US GoogleSearch iOS,626.06, 231 
14/04/2016,EU Facebook Android,499.89," 1,202 "
14/04/2016,EU Facebook iOS,41.94, 70 
14/04/2016,EU GoogleSearch Android,424.66," 1,167 "
14/04/2016,EU GoogleSearch iOS,55.38, 136 
14/04/2016,US Facebook Android,"1,667.51", 905 
14/04/2016,US Facebook iOS,"2,084.23", 683 
14/04/2016,US GoogleSearch Android,"1,736.41", 964 
14/04/2016,US GoogleSearch iOS,542.19, 189 
15/04/2016,EU Facebook Android,499.89," 1,156 "
15/04/2016,EU Facebook iOS,42.01, 91 
15/04/2016,EU GoogleSearch Android,411.33," 1,047 "
15/04/2016,EU GoogleSearch iOS,67.66, 157 
15/04/2016,US Facebook Android,"1,667.53", 803 
15/04/2016,US Facebook iOS,"2,084.23", 674 
15/04/2016,US GoogleSearch Android,"1,807.14"," 1,072 "
15/04/2016,US GoogleSearch iOS,505.19, 173 
16/04/2016,EU Facebook Android,499.89, 985 
16/04/2016,EU Facebook iOS,42.01, 58 
16/04/2016,EU GoogleSearch Android,405.57," 1,045 "
16/04/2016,EU GoogleSearch iOS,64.95, 135 
16/04/2016,US Facebook Android,"1,667.56", 767 
16/04/2016,US Facebook iOS,"2,084.23", 690 
16/04/2016,US GoogleSearch Android,"2,057.06"," 1,153 "
16/04/2016,US GoogleSearch iOS,664.68, 244 
17/04/2016,EU Facebook Android,392.89, 908 
17/04/2016,EU Facebook iOS,56.49, 102 
17/04/2016,EU GoogleSearch Android,486.06," 1,163 "
17/04/2016,EU GoogleSearch iOS,37.36, 123 
17/04/2016,US Facebook Android,"1,809.47", 792 
17/04/2016,US Facebook iOS,"2,210.59", 684 
17/04/2016,US GoogleSearch Android,"1,995.48"," 1,067 "
17/04/2016,US GoogleSearch iOS,484.31, 181 
18/04/2016,EU Facebook Android,214.18, 629 
18/04/2016,EU Facebook iOS,86.20, 132 
18/04/2016,EU GoogleSearch Android,521.78," 1,246 "
18/04/2016,EU GoogleSearch iOS,71.30, 160 
18/04/2016,US Facebook Android,"1,664.42", 811 
18/04/2016,US Facebook iOS,"1,801.21", 668 
18/04/2016,US GoogleSearch Android,"2,113.10"," 1,054 "
18/04/2016,US GoogleSearch iOS,533.53, 207 
19/04/2016,EU Facebook Android,92.22, 235 
19/04/2016,EU Facebook iOS,46.57, 78 
19/04/2016,EU GoogleSearch Android,504.18," 1,344 "
19/04/2016,EU GoogleSearch iOS,51.39, 154 
19/04/2016,US Facebook Android,"2,536.75", 738 
19/04/2016,US Facebook iOS,"1,953.22", 599 
19/04/2016,US GoogleSearch Android,"1,890.19", 970 
19/04/2016,US GoogleSearch iOS,601.71, 232 
20/04/2016,EU Facebook Android,75.69, 255 
20/04/2016,EU Facebook iOS,23.13, 49 
20/04/2016,EU GoogleSearch Android,489.42," 1,338 "
20/04/2016,EU GoogleSearch iOS,49.26, 149 
20/04/2016,US Facebook Android,"1,910.77", 750 
20/04/2016,US Facebook iOS,"1,953.22", 576 
20/04/2016,US GoogleSearch Android,"1,866.20", 979 
20/04/2016,US GoogleSearch iOS,593.54, 226 
21/04/2016,EU Facebook Android,75.69, 229 
21/04/2016,EU Facebook iOS,23.13, 48 
21/04/2016,EU GoogleSearch Android,492.36," 1,201 "
21/04/2016,EU GoogleSearch iOS,59.27, 138 
21/04/2016,US Facebook Android,"2,532.50", 840 
21/04/2016,US Facebook iOS,"1,943.13", 531 
21/04/2016,US GoogleSearch Android,"2,161.62"," 1,095 "
21/04/2016,US GoogleSearch iOS,752.80, 277 
22/04/2016,EU Facebook Android,75.69, 228 
22/04/2016,EU Facebook iOS,23.13, 44 
22/04/2016,EU GoogleSearch Android,423.76," 1,054 "
22/04/2016,EU GoogleSearch iOS,45.22, 93 
22/04/2016,US Facebook Android,"1,732.59", 769 
22/04/2016,US Facebook iOS,"1,890.15", 608 
22/04/2016,US GoogleSearch Android,"2,070.14"," 1,148 "
22/04/2016,US GoogleSearch iOS,753.16, 241 
23/04/2016,EU Facebook Android,75.69, 258 
23/04/2016,EU Facebook iOS,23.13, 42 
23/04/2016,EU GoogleSearch Android,407.49," 1,153 "
23/04/2016,EU GoogleSearch iOS,45.50, 104 
23/04/2016,US Facebook Android,"1,732.57", 761 
23/04/2016,US Facebook iOS,"1,890.15", 593 
23/04/2016,US GoogleSearch Android,"2,127.18"," 1,146 "
23/04/2016,US GoogleSearch iOS,835.89, 290 
24/04/2016,EU Facebook Android,75.69, 277 
24/04/2016,EU Facebook iOS,23.13, 58 
24/04/2016,EU GoogleSearch Android,422.69," 1,077 "
24/04/2016,EU GoogleSearch iOS,40.24, 102 
24/04/2016,US Facebook Android,"1,778.84", 745 
24/04/2016,US Facebook iOS,"2,039.43", 648 
24/04/2016,US GoogleSearch Android,"2,075.57"," 1,090 "
24/04/2016,US GoogleSearch iOS,516.23, 194 
25/04/2016,EU Facebook Android,75.69, 286 
25/04/2016,EU Facebook iOS,23.13, 48 
25/04/2016,EU GoogleSearch Android,539.82," 1,308 "
25/04/2016,EU GoogleSearch iOS,57.21, 152 
25/04/2016,US Facebook Android,"2,438.73", 941 
25/04/2016,US Facebook iOS,"2,228.48", 790 
25/04/2016,US GoogleSearch Android,"2,209.79"," 1,148 "
25/04/2016,US GoogleSearch iOS,989.50, 318 
26/04/2016,EU Facebook Android,75.69, 265 
26/04/2016,EU Facebook iOS,23.13, 45 
26/04/2016,EU GoogleSearch Android,533.30," 1,175 "
26/04/2016,EU GoogleSearch iOS,59.44, 154 
26/04/2016,US Facebook Android,"2,115.49", 909 
26/04/2016,US Facebook iOS,"2,010.43", 632 
26/04/2016,US GoogleSearch Android,"2,190.78"," 1,147 "
26/04/2016,US GoogleSearch iOS,993.96, 323 
27/04/2016,EU Facebook Android,87.04, 277 
27/04/2016,EU Facebook iOS,21.17, 51 
27/04/2016,EU GoogleSearch Android,512.21," 1,112 "
27/04/2016,EU GoogleSearch iOS,54.50, 141 
27/04/2016,US Facebook Android,"1,949.27", 774 
27/04/2016,US Facebook iOS,"2,017.60", 564 
27/04/2016,US GoogleSearch Android,"2,322.44"," 1,161 "
27/04/2016,US GoogleSearch iOS,832.82, 262 
28/04/2016,EU Facebook Android,87.04, 274 
28/04/2016,EU Facebook iOS,21.17, 51 
28/04/2016,EU GoogleSearch Android,486.29, 972 
28/04/2016,EU GoogleSearch iOS,44.07, 148 
28/04/2016,US Facebook Android,"1,986.25", 798 
28/04/2016,US Facebook iOS,"2,047.35", 639 
28/04/2016,US GoogleSearch Android,"2,249.04"," 1,095 "
28/04/2016,US GoogleSearch iOS,762.72, 233 
29/04/2016,EU Facebook Android,87.04, 257 
29/04/2016,EU Facebook iOS,21.17, 20 
29/04/2016,EU GoogleSearch Android,464.63, 927 
29/04/2016,EU GoogleSearch iOS,37.87, 87 
29/04/2016,US Facebook Android,"1,986.27", 722 
29/04/2016,US Facebook iOS,"1,993.04", 690 
29/04/2016,US GoogleSearch Android,"2,218.20"," 1,044 "
29/04/2016,US GoogleSearch iOS,811.75, 291 
30/04/2016,EU Facebook Android,87.04, 197 
30/04/2016,EU Facebook iOS,21.17, 26 
30/04/2016,EU GoogleSearch Android,421.21, 885 
30/04/2016,EU GoogleSearch iOS,34.06, 88 
30/04/2016,US Facebook Android,"1,986.27", 609 
30/04/2016,US Facebook iOS,"1,993.04", 618 
30/04/2016,US GoogleSearch Android,"2,308.90"," 1,070 "
30/04/2016,US GoogleSearch iOS,518.33, 202 
01/05/2016,EU Facebook Android,108.76, 332 
01/05/2016,EU Facebook iOS,21.00, 49 
01/05/2016,EU GoogleSearch Android,426.79, 932 
01/05/2016,EU GoogleSearch iOS,20.52, 75 
01/05/2016,US Facebook Android,"1,949.19", 856 
01/05/2016,US Facebook iOS,"2,023.40", 776 
01/05/2016,US GoogleSearch Android,"2,079.75", 995 
01/05/2016,US GoogleSearch iOS,281.92, 131 
02/05/2016,EU Facebook Android,108.76, 380 
02/05/2016,EU Facebook iOS,21.00, 30 
02/05/2016,EU GoogleSearch Android,434.19," 1,240 "
02/05/2016,EU GoogleSearch iOS,47.45, 128 
02/05/2016,US Facebook Android,"1,955.30"," 1,093 "
02/05/2016,US Facebook iOS,"1,988.94", 741 
02/05/2016,US GoogleSearch Android,"2,503.05"," 1,208 "
02/05/2016,US GoogleSearch iOS,694.50, 261 
03/05/2016,EU Facebook Android,108.76, 352 
03/05/2016,EU Facebook iOS,21.00, 42 
03/05/2016,EU GoogleSearch Android,457.86," 1,206 "
03/05/2016,EU GoogleSearch iOS,47.41, 123 
03/05/2016,US Facebook Android,"2,183.99"," 1,206 "
03/05/2016,US Facebook iOS,"1,748.00", 632 
03/05/2016,US GoogleSearch Android,"2,493.23"," 1,251 "
03/05/2016,US GoogleSearch iOS,709.32, 255 
04/05/2016,EU Facebook Android,86.06, 245 
04/05/2016,EU Facebook iOS,21.00, 33 
04/05/2016,EU GoogleSearch Android,501.49," 1,373 "
04/05/2016,EU GoogleSearch iOS,51.05, 139 
04/05/2016,US Facebook Android,"2,304.49"," 1,201 "
04/05/2016,US Facebook iOS,"1,618.32", 651 
04/05/2016,US GoogleSearch Android,"2,472.60"," 1,159 "
04/05/2016,US GoogleSearch iOS,723.91, 236 
05/05/2016,EU Facebook Android,74.01, 264 
05/05/2016,EU Facebook iOS,21.00, 29 
05/05/2016,EU GoogleSearch Android,490.05," 1,082 "
05/05/2016,EU GoogleSearch iOS,60.55, 164 
05/05/2016,US Facebook Android,"2,263.03"," 1,222 "
05/05/2016,US Facebook iOS,"1,483.84", 631 
05/05/2016,US GoogleSearch Android,"2,374.06"," 1,224 "
05/05/2016,US GoogleSearch iOS,698.83, 247 
06/05/2016,EU Facebook Android,74.01, 223 
06/05/2016,EU Facebook iOS,21.00, 39 
06/05/2016,EU GoogleSearch Android,469.36," 1,156 "
06/05/2016,EU GoogleSearch iOS,51.91, 131 
06/05/2016,US Facebook Android,"2,201.53"," 1,072 "
06/05/2016,US Facebook iOS,"1,457.03", 676 
06/05/2016,US GoogleSearch Android,"2,369.50"," 1,224 "
06/05/2016,US GoogleSearch iOS,734.42, 264 
07/05/2016,EU Facebook Android,74.01, 229 
