Date,Country Advertisers Mobile OS,Budget, Installs 
07/05/2016,EU Facebook iOS,21.00, 42 
07/05/2016,EU GoogleSearch Android,467.24," 1,241 "
07/05/2016,EU GoogleSearch iOS,53.61, 106 
07/05/2016,US Facebook Android,"2,201.51"," 1,099 "
07/05/2016,US Facebook iOS,"1,457.03", 599 
07/05/2016,US GoogleSearch Android,"2,464.36"," 1,235 "
07/05/2016,US GoogleSearch iOS,756.27, 274 
08/05/2016,EU Facebook Android,88.52, 252 
08/05/2016,EU Facebook iOS,22.20, 23 
08/05/2016,EU GoogleSearch Android,463.87," 1,066 "
08/05/2016,EU GoogleSearch iOS,31.47, 80 
08/05/2016,US Facebook Android,"2,177.52"," 1,021 "
08/05/2016,US Facebook iOS,"1,350.23", 568 
08/05/2016,US GoogleSearch Android,"1,996.30", 989 
08/05/2016,US GoogleSearch iOS,395.16, 175 
09/05/2016,EU Facebook Android,88.52, 289 
09/05/2016,EU Facebook iOS,22.20, 51 
09/05/2016,EU GoogleSearch Android,603.80," 1,379 "
09/05/2016,EU GoogleSearch iOS,60.51, 145 
09/05/2016,US Facebook Android,"2,076.51"," 1,143 "
09/05/2016,US Facebook iOS,"1,308.89", 557 
09/05/2016,US GoogleSearch Android,"2,184.35"," 1,134 "
09/05/2016,US GoogleSearch iOS,664.71, 267 
10/05/2016,EU Facebook Android,106.22, 345 
10/05/2016,EU Facebook iOS,42.05, 86 
10/05/2016,EU GoogleSearch Android,593.14," 1,347 "
10/05/2016,EU GoogleSearch iOS,65.64, 139 
10/05/2016,US Facebook Android,"2,414.66"," 1,248 "
10/05/2016,US Facebook iOS,"1,611.82", 621 
10/05/2016,US GoogleSearch Android,"2,018.74"," 1,150 "
10/05/2016,US GoogleSearch iOS,647.09, 264 
11/05/2016,EU Facebook Android,106.22, 290 
11/05/2016,EU Facebook iOS,42.05, 91 
11/05/2016,EU GoogleSearch Android,579.28," 1,254 "
11/05/2016,EU GoogleSearch iOS,60.09, 145 
11/05/2016,US Facebook Android,"2,438.50"," 1,199 "
11/05/2016,US Facebook iOS,"1,558.42", 584 
11/05/2016,US GoogleSearch Android,"2,080.57"," 1,177 "
11/05/2016,US GoogleSearch iOS,613.07, 244 
12/05/2016,EU Facebook Android,106.22, 265 
12/05/2016,EU Facebook iOS,42.05, 70 
12/05/2016,EU GoogleSearch Android,493.84," 1,476 "
12/05/2016,EU GoogleSearch iOS,60.57, 125 
12/05/2016,US Facebook Android,"2,417.33"," 1,166 "
12/05/2016,US Facebook iOS,"1,592.20", 573 
12/05/2016,US GoogleSearch Android,"2,065.85"," 1,214 "
12/05/2016,US GoogleSearch iOS,591.66, 244 
13/05/2016,EU Facebook Android,106.22, 312 
13/05/2016,EU Facebook iOS,42.05, 100 
13/05/2016,EU GoogleSearch Android,510.66," 1,272 "
13/05/2016,EU GoogleSearch iOS,56.03, 103 
13/05/2016,US Facebook Android,"2,417.33"," 1,086 "
13/05/2016,US Facebook iOS,"1,592.20", 612 
13/05/2016,US GoogleSearch Android,"2,050.88"," 1,164 "
13/05/2016,US GoogleSearch iOS,645.53, 235 
14/05/2016,EU Facebook Android,106.22, 300 
14/05/2016,EU Facebook iOS,42.05, 84 
14/05/2016,EU GoogleSearch Android,551.93," 1,137 "
14/05/2016,EU GoogleSearch iOS,44.05, 93 
14/05/2016,US Facebook Android,"2,417.33"," 1,032 "
14/05/2016,US Facebook iOS,"1,592.20", 593 
14/05/2016,US GoogleSearch Android,"2,170.43"," 1,230 "
14/05/2016,US GoogleSearch iOS,471.53, 232 
15/05/2016,EU Facebook Android,127.43, 426 
15/05/2016,EU Facebook iOS,50.44, 88 
15/05/2016,EU GoogleSearch Android,483.41, 986 
15/05/2016,EU GoogleSearch iOS,49.47, 122 
15/05/2016,US Facebook Android,"1,844.54", 887 
15/05/2016,US Facebook iOS,"1,734.02", 568 
15/05/2016,US GoogleSearch Android,"2,073.28"," 1,160 "
15/05/2016,US GoogleSearch iOS,320.99, 167 
16/05/2016,EU Facebook Android,127.43, 413 
16/05/2016,EU Facebook iOS,50.44, 104 
16/05/2016,EU GoogleSearch Android,518.12," 1,190 "
16/05/2016,EU GoogleSearch iOS,81.32, 138 
16/05/2016,US Facebook Android,"1,661.35", 899 
16/05/2016,US Facebook iOS,"1,632.21", 606 
16/05/2016,US GoogleSearch Android,"2,361.21"," 1,311 "
16/05/2016,US GoogleSearch iOS,651.08, 251 
17/05/2016,EU Facebook Android,127.43, 426 
17/05/2016,EU Facebook iOS,50.44, 97 
17/05/2016,EU GoogleSearch Android,487.40," 1,237 "
17/05/2016,EU GoogleSearch iOS,66.90, 115 
17/05/2016,US Facebook Android,"1,909.60", 940 
17/05/2016,US Facebook iOS,"1,430.35", 531 
17/05/2016,US GoogleSearch Android,"2,498.19"," 1,301 "
17/05/2016,US GoogleSearch iOS,701.10, 245 
18/05/2016,EU Facebook Android,127.43, 486 
18/05/2016,EU Facebook iOS,50.44, 106 
18/05/2016,EU GoogleSearch Android,493.41," 1,485 "
18/05/2016,EU GoogleSearch iOS,78.86, 123 
18/05/2016,US Facebook Android,"1,901.71", 999 
18/05/2016,US Facebook iOS,"1,479.66", 579 
18/05/2016,US GoogleSearch Android,"2,698.71"," 1,367 "
18/05/2016,US GoogleSearch iOS,726.48, 222 
19/05/2016,EU Facebook Android,127.43, 431 
19/05/2016,EU Facebook iOS,50.44, 104 
19/05/2016,EU GoogleSearch Android,476.91," 1,389 "
19/05/2016,EU GoogleSearch iOS,63.66, 122 
19/05/2016,US Facebook Android,"2,147.45"," 1,173 "
19/05/2016,US Facebook iOS,"2,984.84", 877 
19/05/2016,US GoogleSearch Android,"2,695.99"," 1,357 "
19/05/2016,US GoogleSearch iOS,770.88, 260 
20/05/2016,EU Facebook Android,127.43, 412 
20/05/2016,EU Facebook iOS,50.44, 96 
20/05/2016,EU GoogleSearch Android,417.91," 1,204 "
20/05/2016,EU GoogleSearch iOS,65.01, 112 
20/05/2016,US Facebook Android,"2,147.43"," 1,192 "
20/05/2016,US Facebook iOS,"2,984.84", 950 
20/05/2016,US GoogleSearch Android,"2,577.14"," 1,317 "
20/05/2016,US GoogleSearch iOS,767.12, 257 
21/05/2016,EU Facebook Android,127.43, 384 
21/05/2016,EU Facebook iOS,50.44, 120 
21/05/2016,EU GoogleSearch Android,476.30," 1,022 "
21/05/2016,EU GoogleSearch iOS,61.94, 131 
21/05/2016,US Facebook Android,"2,147.45"," 1,147 "
21/05/2016,US Facebook iOS,"2,984.84", 889 
21/05/2016,US GoogleSearch Android,"2,802.65"," 1,393 "
21/05/2016,US GoogleSearch iOS,844.89, 313 
22/05/2016,EU Facebook Android,127.43, 418 
22/05/2016,EU Facebook iOS,50.44, 67 
22/05/2016,EU GoogleSearch Android,419.64, 889 
22/05/2016,EU GoogleSearch iOS,46.42, 109 
22/05/2016,US Facebook Android,"2,147.45"," 1,208 "
22/05/2016,US Facebook iOS,"3,455.46"," 1,069 "
22/05/2016,US GoogleSearch Android,"2,581.58"," 1,243 "
22/05/2016,US GoogleSearch iOS,588.57, 255 
23/05/2016,EU Facebook Android,127.43, 450 
23/05/2016,EU Facebook iOS,50.44, 99 
23/05/2016,EU GoogleSearch Android,505.27," 1,214 "
23/05/2016,EU GoogleSearch iOS,69.74, 123 
23/05/2016,US Facebook Android,"2,147.45"," 1,143 "
23/05/2016,US Facebook iOS,"4,482.28"," 1,289 "
23/05/2016,US GoogleSearch Android,"2,858.71"," 1,337 "
23/05/2016,US GoogleSearch iOS,897.73, 309 
24/05/2016,EU Facebook Android,127.43, 348 
24/05/2016,EU Facebook iOS,50.44, 74 
24/05/2016,EU GoogleSearch Android,408.66," 1,134 "
24/05/2016,EU GoogleSearch iOS,73.10, 138 
24/05/2016,US Facebook Android,"2,147.45", 947 
24/05/2016,US Facebook iOS,"5,201.67"," 1,349 "
24/05/2016,US GoogleSearch Android,"2,753.08"," 1,314 "
24/05/2016,US GoogleSearch iOS,880.25, 300 
25/05/2016,EU Facebook Android,127.43, 444 
25/05/2016,EU Facebook iOS,50.44, 94 
25/05/2016,EU GoogleSearch Android,330.58," 1,025 "
25/05/2016,EU GoogleSearch iOS,66.92, 107 
25/05/2016,US Facebook Android,"1,619.22", 848 
25/05/2016,US Facebook iOS,"1,760.49", 753 
25/05/2016,US GoogleSearch Android,"2,708.50"," 1,322 "
25/05/2016,US GoogleSearch iOS,793.21, 303 
26/05/2016,EU Facebook Android,127.43, 406 
26/05/2016,EU Facebook iOS,50.44, 68 
26/05/2016,EU GoogleSearch Android,307.74, 964 
26/05/2016,EU GoogleSearch iOS,62.68, 107 
26/05/2016,US Facebook Android,"1,569.31", 857 
26/05/2016,US Facebook iOS,"1,486.30", 618 
26/05/2016,US GoogleSearch Android,"2,790.42"," 1,282 "
26/05/2016,US GoogleSearch iOS,825.59, 284 
27/05/2016,EU Facebook Android,127.43, 464 
27/05/2016,EU Facebook iOS,50.44, 81 
27/05/2016,EU GoogleSearch Android,268.85, 908 
27/05/2016,EU GoogleSearch iOS,70.29, 123 
27/05/2016,US Facebook Android,"1,528.96", 848 
27/05/2016,US Facebook iOS,"1,305.67", 496 
27/05/2016,US GoogleSearch Android,"3,122.00"," 1,421 "
27/05/2016,US GoogleSearch iOS,807.25, 300 
28/05/2016,EU Facebook Android,127.43, 396 
28/05/2016,EU Facebook iOS,50.44, 67 
28/05/2016,EU GoogleSearch Android,258.17, 916 
28/05/2016,EU GoogleSearch iOS,68.88, 91 
28/05/2016,US Facebook Android,"1,514.49", 828 
28/05/2016,US Facebook iOS,"1,303.55", 512 
28/05/2016,US GoogleSearch Android,"3,226.62"," 1,556 "
28/05/2016,US GoogleSearch iOS,938.49, 312 
29/05/2016,EU Facebook Android,82.04, 294 
29/05/2016,EU Facebook iOS,32.02, 73 
29/05/2016,EU GoogleSearch Android,406.46," 1,090 "
29/05/2016,EU GoogleSearch iOS,56.12, 96 
29/05/2016,US Facebook Android,"1,674.07", 947 
29/05/2016,US Facebook iOS,"1,045.43", 412 
29/05/2016,US GoogleSearch Android,"3,186.36"," 1,440 "
29/05/2016,US GoogleSearch iOS,773.87, 265 
30/05/2016,EU Facebook Android,42.05, 213 
30/05/2016,EU Facebook iOS,21.03, 71 
30/05/2016,EU GoogleSearch Android,426.37," 1,270 "
30/05/2016,EU GoogleSearch iOS,80.59, 133 
30/05/2016,US Facebook Android,"1,651.11", 960 
30/05/2016,US Facebook iOS,641.26, 373 
30/05/2016,US GoogleSearch Android,"3,321.17"," 1,485 "
30/05/2016,US GoogleSearch iOS,955.31, 284 
31/05/2016,EU Facebook Android,42.05, 189 
31/05/2016,EU Facebook iOS,21.03, 62 
31/05/2016,EU GoogleSearch Android,561.96," 1,257 "
31/05/2016,EU GoogleSearch iOS,66.94, 113 
31/05/2016,US Facebook Android,"1,651.16"," 1,102 "
31/05/2016,US Facebook iOS,641.26, 364 
31/05/2016,US GoogleSearch Android,"3,374.37"," 1,498 "
31/05/2016,US GoogleSearch iOS,941.75, 305 
01/06/2016,EU Facebook Android,42.05, 210 
01/06/2016,EU Facebook iOS,21.03, 36 
01/06/2016,EU GoogleSearch Android,485.64," 1,608 "
01/06/2016,EU GoogleSearch iOS,62.26, 135 
01/06/2016,US Facebook Android,"1,764.94"," 1,095 "
01/06/2016,US Facebook iOS,"1,295.20", 448 
01/06/2016,US GoogleSearch Android,"3,360.09"," 1,605 "
01/06/2016,US GoogleSearch iOS,919.47, 310 
02/06/2016,EU Facebook Android,143.26, 735 
02/06/2016,EU Facebook iOS,46.30, 100 
02/06/2016,EU GoogleSearch Android,511.87," 1,591 "
02/06/2016,EU GoogleSearch iOS,76.57, 136 
02/06/2016,US Facebook Android,"1,829.87"," 1,135 "
02/06/2016,US Facebook iOS,"11,298.10"," 1,975 "
02/06/2016,US GoogleSearch Android,"3,303.64"," 1,576 "
02/06/2016,US GoogleSearch iOS,791.15, 325 
03/06/2016,EU Facebook Android,462.55," 2,519 "
03/06/2016,EU Facebook iOS,126.15, 262 
03/06/2016,EU GoogleSearch Android,437.95," 1,441 "
03/06/2016,EU GoogleSearch iOS,67.95, 109 
03/06/2016,US Facebook Android,"1,829.87"," 1,160 "
03/06/2016,US Facebook iOS,"5,814.91"," 1,289 "
03/06/2016,US GoogleSearch Android,"3,139.71"," 1,538 "
03/06/2016,US GoogleSearch iOS,765.77, 290 
04/06/2016,EU Facebook Android,462.55," 1,778 "
04/06/2016,EU Facebook iOS,126.15, 229 
04/06/2016,EU GoogleSearch Android,479.58," 1,344 "
04/06/2016,EU GoogleSearch iOS,52.02, 103 
04/06/2016,US Facebook Android,"1,829.87"," 1,002 "
04/06/2016,US Facebook iOS,"1,979.29", 674 
04/06/2016,US GoogleSearch Android,"3,286.46"," 1,621 "
04/06/2016,US GoogleSearch iOS,902.58, 358 
05/06/2016,EU Facebook Android,862.03," 2,855 "
05/06/2016,EU Facebook iOS,210.25, 313 
05/06/2016,EU GoogleSearch Android,440.73," 1,382 "
05/06/2016,EU GoogleSearch iOS,45.29, 91 
05/06/2016,US Facebook Android,"1,829.87"," 1,121 "
05/06/2016,US Facebook iOS,"1,979.29", 731 
05/06/2016,US GoogleSearch Android,"3,192.75"," 1,475 "
05/06/2016,US GoogleSearch iOS,533.66, 226 
06/06/2016,EU Facebook Android,862.03," 3,281 "
06/06/2016,EU Facebook iOS,210.25, 402 
06/06/2016,EU GoogleSearch Android,542.70," 1,244 "
06/06/2016,EU GoogleSearch iOS,70.79, 136 
06/06/2016,US Facebook Android,"1,884.45"," 1,186 "
06/06/2016,US Facebook iOS,"2,722.88"," 1,021 "
06/06/2016,US GoogleSearch Android,"3,800.58"," 1,830 "
06/06/2016,US GoogleSearch iOS,"1,248.02", 403 
07/06/2016,EU Facebook Android,862.03," 2,542 "
07/06/2016,EU Facebook iOS,210.25, 305 
07/06/2016,EU GoogleSearch Android,542.21," 1,276 "
07/06/2016,EU GoogleSearch iOS,74.91, 144 
07/06/2016,US Facebook Android,"1,861.41"," 1,240 "
07/06/2016,US Facebook iOS,"8,748.25"," 2,024 "
07/06/2016,US GoogleSearch Android,"3,842.57"," 1,778 "
07/06/2016,US GoogleSearch iOS,"1,213.33", 358 
08/06/2016,EU Facebook Android,991.33," 2,369 "
08/06/2016,EU Facebook iOS,241.79, 286 
08/06/2016,EU GoogleSearch Android,678.94," 1,276 "
08/06/2016,EU GoogleSearch iOS,72.98, 146 
08/06/2016,US Facebook Android,"1,872.21"," 1,076 "
08/06/2016,US Facebook iOS,"3,766.15"," 1,019 "
08/06/2016,US GoogleSearch Android,"3,863.95"," 1,702 "
08/06/2016,US GoogleSearch iOS,"1,246.53", 383 
09/06/2016,EU Facebook Android,"1,802.39"," 4,686 "
09/06/2016,EU Facebook iOS,241.79, 248 
09/06/2016,EU GoogleSearch Android,865.43," 1,792 "
09/06/2016,EU GoogleSearch iOS,114.86, 189 
09/06/2016,US Facebook Android,"1,819.36"," 1,027 "
09/06/2016,US Facebook iOS,"1,692.70", 641 
09/06/2016,US GoogleSearch Android,"3,587.68"," 1,641 "
09/06/2016,US GoogleSearch iOS,"1,346.63", 436 
10/06/2016,EU Facebook Android,"3,219.35"," 12,047 "
10/06/2016,EU Facebook iOS,241.79, 257 
10/06/2016,EU GoogleSearch Android,927.69," 1,888 "
10/06/2016,EU GoogleSearch iOS,109.31, 191 
10/06/2016,US Facebook Android,"1,819.36", 992 
10/06/2016,US Facebook iOS,"1,637.20", 534 
10/06/2016,US GoogleSearch Android,"3,584.07"," 1,486 "
10/06/2016,US GoogleSearch iOS,"1,365.51", 367 
11/06/2016,EU Facebook Android,"3,685.01"," 11,385 "
11/06/2016,EU Facebook iOS,241.79, 209 
11/06/2016,EU GoogleSearch Android,868.48," 1,920 "
11/06/2016,EU GoogleSearch iOS,105.48, 199 
11/06/2016,US Facebook Android,"1,819.36"," 1,045 "
11/06/2016,US Facebook iOS,"1,637.20", 522 
11/06/2016,US GoogleSearch Android,"3,763.48"," 1,715 "
11/06/2016,US GoogleSearch iOS,"1,339.42", 421 
12/06/2016,EU Facebook Android,"3,685.01"," 11,165 "
12/06/2016,EU Facebook iOS,241.79, 228 
12/06/2016,EU GoogleSearch Android,713.36," 1,817 "
12/06/2016,EU GoogleSearch iOS,67.47, 117 
12/06/2016,US Facebook Android,"1,819.36"," 1,089 "
12/06/2016,US Facebook iOS,"1,637.20", 545 
12/06/2016,US GoogleSearch Android,"3,242.81"," 1,473 "
12/06/2016,US GoogleSearch iOS,727.00, 270 
13/06/2016,EU Facebook Android,"6,288.64"," 17,148 "
13/06/2016,EU Facebook iOS,225.28, 233 
13/06/2016,EU GoogleSearch Android,926.70," 2,145 "
13/06/2016,EU GoogleSearch iOS,91.48, 145 
13/06/2016,US Facebook Android,"1,819.36"," 1,151 "
13/06/2016,US Facebook iOS,"1,757.54", 600 
13/06/2016,US GoogleSearch Android,"3,282.59"," 1,589 "
13/06/2016,US GoogleSearch iOS,513.56, 228 
14/06/2016,EU Facebook Android,"6,308.93"," 16,053 "
14/06/2016,EU Facebook iOS,241.79, 299 
14/06/2016,EU GoogleSearch Android,836.14," 2,572 "
14/06/2016,EU GoogleSearch iOS,149.30, 235 
14/06/2016,US Facebook Android,"1,819.36", 995 
14/06/2016,US Facebook iOS,"4,143.54"," 1,012 "
14/06/2016,US GoogleSearch Android,"3,397.22"," 1,572 "
14/06/2016,US GoogleSearch iOS,"1,425.10", 464 
15/06/2016,EU Facebook Android,"6,142.90"," 12,999 "
15/06/2016,EU Facebook iOS,241.79, 228 
15/06/2016,EU GoogleSearch Android,887.44," 2,395 "
15/06/2016,EU GoogleSearch iOS,154.30, 222 
15/06/2016,US Facebook Android,"1,998.01", 974 
15/06/2016,US Facebook iOS,"8,130.85"," 1,505 "
15/06/2016,US GoogleSearch Android,"3,310.09"," 1,537 "
15/06/2016,US GoogleSearch iOS,"1,757.86", 525 
16/06/2016,EU Facebook Android,"7,090.91"," 12,769 "
16/06/2016,EU Facebook iOS,241.70, 232 
16/06/2016,EU GoogleSearch Android,731.35," 2,477 "
16/06/2016,EU GoogleSearch iOS,160.84, 233 
16/06/2016,US Facebook Android,"1,942.12"," 1,093 "
16/06/2016,US Facebook iOS,"8,023.79"," 1,491 "
16/06/2016,US GoogleSearch Android,"3,422.68"," 1,523 "
16/06/2016,US GoogleSearch iOS,"2,259.12", 621 
17/06/2016,EU Facebook Android,"7,150.50"," 11,259 "
17/06/2016,EU Facebook iOS,235.63, 177 
17/06/2016,EU GoogleSearch Android,790.33," 2,358 "
17/06/2016,EU GoogleSearch iOS,192.19, 255 
17/06/2016,US Facebook Android,"1,978.58", 957 
17/06/2016,US Facebook iOS,"1,819.17", 673 
17/06/2016,US GoogleSearch Android,"3,214.85"," 1,478 "
17/06/2016,US GoogleSearch iOS,"2,229.03", 576 
18/06/2016,EU Facebook Android,"7,161.64"," 10,489 "
18/06/2016,EU Facebook iOS,219.56, 189 
18/06/2016,EU GoogleSearch Android,648.03," 2,300 "
18/06/2016,EU GoogleSearch iOS,183.91, 233 
18/06/2016,US Facebook Android,"1,917.14", 847 
18/06/2016,US Facebook iOS,"1,819.17", 551 
18/06/2016,US GoogleSearch Android,"3,537.04"," 1,617 "
18/06/2016,US GoogleSearch iOS,"2,148.54", 625 
19/06/2016,EU Facebook Android,"6,777.62"," 9,834 "
19/06/2016,EU Facebook iOS,276.37, 194 
19/06/2016,EU GoogleSearch Android,859.90," 2,588 "
19/06/2016,EU GoogleSearch iOS,123.25, 180 
19/06/2016,US Facebook Android,"1,889.43", 792 
19/06/2016,US Facebook iOS,"1,543.61", 415 
19/06/2016,US GoogleSearch Android,"2,948.31"," 1,338 "
19/06/2016,US GoogleSearch iOS,"1,134.03", 405 
20/06/2016,EU Facebook Android,"6,729.43"," 10,325 "
20/06/2016,EU Facebook iOS,276.37, 264 
20/06/2016,EU GoogleSearch Android,790.06," 2,652 "
20/06/2016,EU GoogleSearch iOS,198.22, 261 
20/06/2016,US Facebook Android,"1,855.71", 957 
20/06/2016,US Facebook iOS,"1,000.79", 392 
20/06/2016,US GoogleSearch Android,"3,372.30"," 1,491 "
20/06/2016,US GoogleSearch iOS,"2,361.53", 728 
21/06/2016,EU Facebook Android,"4,785.61"," 7,523 "
21/06/2016,EU Facebook iOS,377.80, 300 
21/06/2016,EU GoogleSearch Android,976.25," 2,656 "
21/06/2016,EU GoogleSearch iOS,186.55, 291 
21/06/2016,US Facebook Android,"1,846.42", 857 
21/06/2016,US Facebook iOS,952.35, 349 
21/06/2016,US GoogleSearch Android,"3,498.54"," 1,621 "
21/06/2016,US GoogleSearch iOS,"2,505.13", 755 
22/06/2016,EU Facebook Android,"2,316.66"," 3,982 "
22/06/2016,EU Facebook iOS,205.46, 204 
22/06/2016,EU GoogleSearch Android,873.38," 2,510 "
22/06/2016,EU GoogleSearch iOS,177.60, 215 
22/06/2016,US Facebook Android,"1,824.76", 806 
22/06/2016,US Facebook iOS,"5,033.60", 876 
22/06/2016,US GoogleSearch Android,"3,402.10"," 1,507 "
22/06/2016,US GoogleSearch iOS,"2,666.39", 774 
23/06/2016,EU Facebook Android,"1,417.23"," 2,659 "
23/06/2016,EU Facebook iOS,193.89, 219 
23/06/2016,EU GoogleSearch Android,500.12," 1,949 "
23/06/2016,EU GoogleSearch iOS,126.02, 213 
23/06/2016,US Facebook Android,"1,741.31", 777 
23/06/2016,US Facebook iOS,"4,318.47", 769 
23/06/2016,US GoogleSearch Android,"3,335.47"," 1,530 "
23/06/2016,US GoogleSearch iOS,"2,778.64", 755 
24/06/2016,EU Facebook Android,672.80," 1,921 "
24/06/2016,EU Facebook iOS,210.25, 204 
24/06/2016,EU GoogleSearch Android,393.78," 1,581 "
24/06/2016,EU GoogleSearch iOS,67.81, 125 
24/06/2016,US Facebook Android,"1,741.31", 892 
24/06/2016,US Facebook iOS,"1,278.32", 374 
24/06/2016,US GoogleSearch Android,"3,196.47"," 1,450 "
24/06/2016,US GoogleSearch iOS,"2,677.49", 815 
25/06/2016,EU Facebook Android,672.80," 1,814 "
25/06/2016,EU Facebook iOS,210.25, 190 
25/06/2016,EU GoogleSearch Android,375.91," 1,488 "
25/06/2016,EU GoogleSearch iOS,77.08, 128 
25/06/2016,US Facebook Android,"1,741.31", 718 
25/06/2016,US Facebook iOS,"1,252.42", 338 
25/06/2016,US GoogleSearch Android,"3,316.25"," 1,572 "
25/06/2016,US GoogleSearch iOS,"2,687.67", 763 
26/06/2016,EU Facebook Android,879.62," 2,333 "
26/06/2016,EU Facebook iOS,135.36, 149 
26/06/2016,EU GoogleSearch Android,409.08," 1,553 "
26/06/2016,EU GoogleSearch iOS,54.27, 110 
26/06/2016,US Facebook Android,"1,345.60", 571 
26/06/2016,US Facebook iOS,"1,513.06", 441 
26/06/2016,US GoogleSearch Android,"3,199.58"," 1,479 "
26/06/2016,US GoogleSearch iOS,"1,649.64", 560 
27/06/2016,EU Facebook Android,823.57," 2,524 "
27/06/2016,EU Facebook iOS,82.08, 141 
27/06/2016,EU GoogleSearch Android,429.67," 1,547 "
27/06/2016,EU GoogleSearch iOS,82.50, 171 
27/06/2016,US Facebook Android,"2,197.09", 877 
27/06/2016,US Facebook iOS,"5,257.41", 893 
27/06/2016,US GoogleSearch Android,"3,454.55"," 1,647 "
27/06/2016,US GoogleSearch iOS,"3,588.44", 961 
28/06/2016,EU Facebook Android,378.58," 1,428 "
28/06/2016,EU Facebook iOS,37.72, 73 
28/06/2016,EU GoogleSearch Android,268.03," 1,112 "
28/06/2016,EU GoogleSearch iOS,62.02, 129 
28/06/2016,US Facebook Android,"3,270.99"," 1,177 "
28/06/2016,US Facebook iOS,"5,350.80"," 1,151 "
28/06/2016,US GoogleSearch Android,"3,428.55"," 1,594 "
28/06/2016,US GoogleSearch iOS,"3,982.30"," 1,076 "
29/06/2016,EU Facebook Android,0.00, 170 
29/06/2016,EU Facebook iOS,0.00, 15 
29/06/2016,US Facebook Android,"4,055.18"," 1,340 "
29/06/2016,US Facebook iOS,"4,776.65"," 1,205 "
29/06/2016,US GoogleSearch Android,"3,382.75"," 1,572 "
29/06/2016,US GoogleSearch iOS,"3,913.95", 925 
30/06/2016,EU Facebook Android,0.00, 94 
30/06/2016,EU Facebook iOS,0.00, 1 
30/06/2016,EU GoogleSearch Android,126.63, 521 
30/06/2016,EU GoogleSearch iOS,24.58, 52 
30/06/2016,US Facebook Android,"2,659.07", 986 
30/06/2016,US Facebook iOS,797.84, 471 
30/06/2016,US GoogleSearch Android,"3,587.29"," 1,547 "
30/06/2016,US GoogleSearch iOS,"2,135.07", 506 
01/07/2016,EU Facebook Android,0.00, 41 
01/07/2016,EU Facebook iOS,0.00, 6 
01/07/2016,EU GoogleSearch Android,398.11," 1,583 "
01/07/2016,EU GoogleSearch iOS,79.20, 145 
01/07/2016,US Facebook Android,"2,018.40", 770 
01/07/2016,US Facebook iOS,628.65, 334 
01/07/2016,US GoogleSearch Android,"3,702.38"," 1,447 "
01/07/2016,US GoogleSearch iOS,"2,107.48", 529 
02/07/2016,EU Facebook Android,0.00, 42 
02/07/2016,EU Facebook iOS,0.00, 10 
02/07/2016,EU GoogleSearch Android,380.80," 1,567 "
02/07/2016,EU GoogleSearch iOS,59.52, 135 
02/07/2016,US Facebook Android,"2,018.40", 827 
02/07/2016,US Facebook iOS,628.65, 347 
02/07/2016,US GoogleSearch Android,"3,656.79"," 1,431 "
02/07/2016,US GoogleSearch iOS,"2,027.36", 481 
03/07/2016,EU Facebook Android,"1,374.82"," 1,943 "
03/07/2016,EU Facebook iOS,920.81, 331 
03/07/2016,EU GoogleSearch Android,401.07," 1,588 "
03/07/2016,EU GoogleSearch iOS,48.29, 122 
03/07/2016,US Facebook Android,"2,018.40", 771 
03/07/2016,US Facebook iOS,757.95, 405 
03/07/2016,US GoogleSearch Android,"3,414.42"," 1,325 "
03/07/2016,US GoogleSearch iOS,"1,425.96", 436 
04/07/2016,EU Facebook Android,"1,374.82"," 3,104 "
04/07/2016,EU Facebook iOS,"1,105.10", 664 
04/07/2016,EU GoogleSearch Android,418.08," 1,775 "
04/07/2016,EU GoogleSearch iOS,77.04, 154 
04/07/2016,US Facebook Android,"2,105.70", 845 
04/07/2016,US Facebook iOS,769.30, 470 
04/07/2016,US GoogleSearch Android,"2,039.76", 937 
04/07/2016,US GoogleSearch iOS,814.72, 310 
05/07/2016,EU Facebook Android,"1,437.27"," 2,785 "
05/07/2016,EU Facebook iOS,962.59, 610 
05/07/2016,EU GoogleSearch Android,433.39," 1,781 "
05/07/2016,EU GoogleSearch iOS,85.17, 181 
05/07/2016,US Facebook Android,"1,845.39", 737 
05/07/2016,US Facebook iOS,941.44, 529 
05/07/2016,US GoogleSearch Android,"1,678.85", 950 
05/07/2016,US GoogleSearch iOS,772.98, 284 
06/07/2016,EU Facebook Android,904.85," 1,643 "
06/07/2016,EU Facebook iOS,560.23, 349 
06/07/2016,EU GoogleSearch Android,476.57," 1,834 "
06/07/2016,EU GoogleSearch iOS,88.03, 146 
06/07/2016,US Facebook Android,"1,959.61", 800 
06/07/2016,US Facebook iOS,991.01, 515 
06/07/2016,US GoogleSearch Android,"1,678.11", 928 
06/07/2016,US GoogleSearch iOS,753.68, 348 
07/07/2016,EU Facebook Android,630.75," 1,362 "
07/07/2016,EU Facebook iOS,0.00, 46 
07/07/2016,EU GoogleSearch Android,458.91," 1,762 "
07/07/2016,EU GoogleSearch iOS,97.07, 158 
07/07/2016,US Facebook Android,"1,615.08", 726 
07/07/2016,US Facebook iOS,971.80, 523 
07/07/2016,US GoogleSearch Android,"2,256.57"," 1,185 "
07/07/2016,US GoogleSearch iOS,873.32, 344 
08/07/2016,EU Facebook Android,630.75," 1,144 "
08/07/2016,EU Facebook iOS,0.00, 35 
